City,Customer ID,Customer Name,Segment,Country,State,Postal Code,Region
Philadelphia,CT-11995,Carol Triggs,Consumer,United States,Pennsylvania,19134,East
Miami,PA-19060,Pete Armstrong,Home Office,United States,Florida,33142,South
New York City,DK-13225,Dean Katz,Corporate,United States,New York,10011,East
El Paso,GA-14515,George Ashbrook,Consumer,United States,Texas,79907,Central
Shelton,CD-12790,Cynthia Delaney,Home Office,United States,Connecticut,6484,East
Philadelphia,EH-13945,Eric Hoffmann,Consumer,United States,Pennsylvania,19120,East
Los Angeles,MS-17365,Maribeth Schnelling,Consumer,United States,California,90045,West
Chicago,GG-14650,Greg Guthrie,Corporate,United States,Illinois,60623,Central
Scottsdale,CC-12670,Craig Carreira,Consumer,United States,Arizona,85254,West
Lincoln Park,VB-21745,Victoria Brennan,Corporate,United States,Michigan,48146,Central
Overland Park,RW-19630,Rob Williams,Corporate,United States,Kansas,66212,Central
Westfield,PC-18745,Pamela Coakley,Corporate,United States,New Jersey,7090,East
Fort Lauderdale,HF-14995,Herbert Flentye,Consumer,United States,Florida,33311,South
Phoenix,CM-12235,Chris McAfee,Consumer,United States,Arizona,85023,West
East Orange,CB-12025,Cassandra Brandow,Consumer,United States,New Jersey,7017,East
Fairfield,SK-19990,Sally Knutson,Consumer,United States,Connecticut,6824,East
Palm Coast,AJ-10780,Anthony Jacobs,Corporate,United States,Florida,32137,South
Marietta,RF-19345,Randy Ferguson,Corporate,United States,Georgia,30062,South
Philadelphia,DS-13180,David Smith,Corporate,United States,Pennsylvania,19140,East
Dallas,NC-18535,Nick Crebassa,Corporate,United States,Texas,75217,Central
Aurora,DR-12940,Daniel Raglin,Home Office,United States,Illinois,60505,Central
Hickory,DB-13210,Dean Braden,Consumer,United States,North Carolina,28601,South
Detroit,BS-11755,Bruce Stewart,Consumer,United States,Michigan,48227,Central
Rochester,GZ-14470,Gary Zandusky,Consumer,United States,Minnesota,55901,Central
Rockville,JE-15745,Joel Eaton,Consumer,United States,Maryland,20852,East
Richmond,RD-19480,Rick Duston,Consumer,United States,Indiana,47374,Central
Knoxville,AG-10390,Allen Goldenen,Consumer,United States,Tennessee,37918,South
San Francisco,CL-11890,Carl Ludwig,Consumer,United States,California,94122,West
Fairfield,SJ-20500,Shirley Jackson,Consumer,United States,Connecticut,6824,East
Raleigh,MV-18190,Mike Vittorini,Consumer,United States,North Carolina,27604,South
San Angelo,JM-15865,John Murray,Consumer,United States,Texas,76903,Central
Franklin,EJ-14155,Eva Jacobs,Consumer,United States,Massachusetts,2038,East
Richmond,JD-15895,Jonathan Doherty,Corporate,United States,Virginia,23223,South
Oxnard,LB-16795,Laurel Beltran,Home Office,United States,California,93030,West
Los Angeles,FH-14365,Fred Hopkins,Corporate,United States,California,90004,West
San Francisco,MK-18160,Mike Kennedy,Consumer,United States,California,94122,West
Providence,DB-13270,Deborah Brumfield,Home Office,United States,Rhode Island,2908,East
New York City,JF-15190,Jamie Frazer,Consumer,United States,New York,10024,East
Longmont,AS-10225,Alan Schoenberger,Corporate,United States,Colorado,80501,West
Marion,PW-19030,Pauline Webber,Corporate,United States,Iowa,52302,Central
Houston,MY-18295,Muhammed Yedwab,Corporate,United States,Texas,77036,Central
Oceanside,EG-13900,Emily Grady,Consumer,United States,New York,11572,East
Philadelphia,CJ-12010,Caroline Jumper,Consumer,United States,Pennsylvania,19134,East
Los Angeles,NM-18520,Neoma Murray,Consumer,United States,California,90045,West
Richmond,MM-17920,Michael Moore,Consumer,United States,Indiana,47374,Central
Los Angeles,GM-14440,Gary McGarr,Consumer,United States,California,90049,West
Morgan Hill,RD-19720,Roger Demir,Consumer,United States,California,95037,West
New York City,BM-11140,Becky Martin,Consumer,United States,New York,10024,East
New York City,EB-13840,Ellis Ballard,Corporate,United States,New York,10035,East
Auburn,LM-17065,Liz MacKendrick,Consumer,United States,New York,13021,East
San Francisco,KT-16465,Kean Takahito,Consumer,United States,California,94109,West
Seattle,IM-15070,Irene Maddox,Consumer,United States,Washington,98103,West
Franklin,JE-16165,Justin Ellison,Corporate,United States,Wisconsin,53132,Central
Murray,JG-15160,James Galang,Consumer,United States,Kentucky,42071,South
New York City,JG-15160,James Galang,Consumer,United States,New York,10024,East
Franklin,AG-10300,Aleksandra Gannaway,Corporate,United States,Massachusetts,2038,East
Washington,TC-21475,Tony Chapman,Home Office,United States,District of Columbia,20016,East
Georgetown,TP-21130,Theone Pippenger,Consumer,United States,Kentucky,40324,South
Chicago,RF-19345,Randy Ferguson,Corporate,United States,Illinois,60610,Central
Chicago,MP-18175,Mike Pelletier,Home Office,United States,Illinois,60623,Central
Newark,HE-14800,Harold Engle,Corporate,United States,Delaware,19711,East
Antioch,GG-14650,Greg Guthrie,Corporate,United States,California,94509,West
Seattle,GT-14710,Greg Tran,Consumer,United States,Washington,98105,West
Hempstead,DP-13105,Dave Poirier,Corporate,United States,New York,11550,East
Los Angeles,AP-10720,Anne Pryor,Home Office,United States,California,90032,West
Richardson,GH-14485,Gene Hale,Corporate,United States,Texas,75080,Central
Saint Paul,QJ-19255,Quincy Jones,Corporate,United States,Minnesota,55106,Central
Columbus,JP-16135,Julie Prescott,Home Office,United States,Ohio,43229,East
San Francisco,SP-20620,Stefania Perrino,Corporate,United States,California,94110,West
San Francisco,DB-13615,Doug Bickford,Consumer,United States,California,94110,West
Greenville,LH-16900,Lena Hernandez,Consumer,United States,North Carolina,27834,South
Columbus,JB-16045,Julia Barnett,Home Office,United States,Ohio,43229,East
Eau Claire,AG-10900,Arthur Gainer,Consumer,United States,Wisconsin,54703,Central
Fremont,KB-16585,Ken Black,Corporate,United States,Nebraska,68025,Central
Lawrence,FM-14380,Fred McMath,Consumer,United States,Massachusetts,1841,East
Fort Worth,GB-14530,George Bell,Corporate,United States,Texas,76106,Central
Franklin,DK-12835,Damala Kotsonis,Corporate,United States,Tennessee,37064,South
Jackson,LH-17155,Logan Haushalter,Consumer,United States,Michigan,49201,Central
Franklin,EB-13870,Emily Burns,Consumer,United States,Tennessee,37064,South
Chicago,RW-19630,Rob Williams,Corporate,United States,Illinois,60610,Central
Stockton,SP-20650,Stephanie Phelps,Corporate,United States,California,95207,West
Springfield,PM-18940,Paul MacIntyre,Consumer,United States,Virginia,22153,South
San Francisco,LH-17155,Logan Haushalter,Consumer,United States,California,94109,West
New York City,DL-13315,Delfina Latchford,Consumer,United States,New York,10024,East
Seattle,AP-10915,Arthur Prichep,Consumer,United States,Washington,98105,West
Greenwood,MH-17455,Mark Hamilton,Consumer,United States,Indiana,46142,Central
Long Beach,SJ-20125,Sanjit Jacobs,Home Office,United States,California,90805,West
Watertown,CM-12235,Chris McAfee,Consumer,United States,New York,13601,East
New York City,SL-20155,Sara Luxemburg,Home Office,United States,New York,10024,East
New York City,JM-15265,Janet Molinari,Corporate,United States,New York,10024,East
Aurora,FM-14380,Fred McMath,Consumer,United States,Colorado,80013,West
Vancouver,AR-10825,Anthony Rawles,Corporate,United States,Washington,98661,West
Homestead,LR-16915,Lena Radford,Consumer,United States,Florida,33030,South
Smyrna,CA-12775,Cynthia Arntzen,Consumer,United States,Tennessee,37167,South
Columbus,NS-18640,Noel Staavos,Corporate,United States,Ohio,43229,East
Portland,DB-13270,Deborah Brumfield,Home Office,United States,Oregon,97206,West
Anaheim,WB-21850,William Brown,Consumer,United States,California,92804,West
Springfield,SC-20695,Steve Chapman,Corporate,United States,Ohio,45503,East
Lorain,JM-15655,Jim Mitchum,Corporate,United States,Ohio,44052,East
Jackson,MG-17650,Matthew Grinstein,Home Office,United States,Michigan,49201,Central
Columbus,EC-14050,Erin Creighton,Consumer,United States,Georgia,31907,South
Pasadena,RF-19840,Roy Französisch,Consumer,United States,California,91104,West
New York City,NS-18640,Noel Staavos,Corporate,United States,New York,10009,East
Norman,KH-16630,Ken Heidel,Corporate,United States,Oklahoma,73071,Central
Torrance,RW-19630,Rob Williams,Corporate,United States,California,90503,West
Riverside,JC-15340,Jasper Cacioppo,Consumer,United States,California,92503,West
Jackson,MC-17845,Michael Chen,Consumer,United States,Mississippi,39212,South
New York City,PK-19075,Pete Kriz,Consumer,United States,New York,10011,East
San Diego,DS-13180,David Smith,Corporate,United States,California,92037,West
Detroit,MP-17965,Michael Paige,Corporate,United States,Michigan,48205,Central
Los Angeles,BP-11230,Benjamin Patterson,Consumer,United States,California,90004,West
Springfield,MP-18175,Mike Pelletier,Home Office,United States,Oregon,97477,West
Cuyahoga Falls,SH-20395,Shahid Hopkins,Consumer,United States,Ohio,44221,East
Fayetteville,TC-21475,Tony Chapman,Home Office,United States,Arkansas,72701,South
Chicago,CC-12670,Craig Carreira,Consumer,United States,Illinois,60610,Central
New York City,KD-16495,Keith Dawkins,Corporate,United States,New York,10009,East
Apple Valley,PK-19075,Pete Kriz,Consumer,United States,California,92307,West
Goldsboro,SF-20065,Sandra Flanagan,Consumer,United States,North Carolina,27534,South
San Diego,TN-21040,Tanja Norvell,Home Office,United States,California,92024,West
San Francisco,CM-12160,Charles McCrossin,Consumer,United States,California,94122,West
Seattle,SC-20680,Steve Carroll,Home Office,United States,Washington,98115,West
Arlington,AH-10075,Adam Hart,Corporate,United States,Texas,76017,Central
Carlsbad,NS-18640,Noel Staavos,Corporate,United States,New Mexico,88220,West
Detroit,AB-10105,Adrian Barton,Consumer,United States,Michigan,48205,Central
Tamarac,AH-10195,Alan Haines,Corporate,United States,Florida,33319,South
Minneapolis,JD-16150,Justin Deggeller,Corporate,United States,Minnesota,55407,Central
Los Angeles,HG-14965,Henry Goldwyn,Corporate,United States,California,90032,West
Morristown,GK-14620,Grace Kelly,Corporate,United States,New Jersey,7960,East
San Diego,JE-15475,Jeremy Ellison,Consumer,United States,California,92037,West
Salem,AH-10120,Adrian Hane,Home Office,United States,Oregon,97301,West
Omaha,PN-18775,Parhena Norris,Home Office,United States,Nebraska,68104,Central
San Francisco,AY-10555,Andy Yotov,Corporate,United States,California,94110,West
New York City,MH-17440,Mark Haberlin,Corporate,United States,New York,10035,East
Chicago,BP-11050,Barry Pond,Corporate,United States,Illinois,60623,Central
Reading,CL-12565,Clay Ludtke,Consumer,United States,Pennsylvania,19601,East
Jackson,SC-20800,Stuart Calhoun,Consumer,United States,Mississippi,39212,South
Jackson,AB-10255,Alejandro Ballentine,Home Office,United States,Mississippi,39212,South
Fremont,MC-17575,Matt Collins,Consumer,United States,Nebraska,68025,Central
Redmond,SA-20830,Sue Ann Reed,Consumer,United States,Oregon,97756,West
New York City,LC-16885,Lena Creighton,Consumer,United States,New York,10035,East
Seattle,ED-13885,Emily Ducich,Home Office,United States,Washington,98115,West
Moreno Valley,DN-13690,Duane Noonan,Consumer,United States,California,92553,West
Springfield,LC-17140,Logan Currie,Consumer,United States,Virginia,22153,South
Chicago,BP-11185,Ben Peterman,Corporate,United States,Illinois,60623,Central
Grand Rapids,MC-17590,Matt Collister,Corporate,United States,Michigan,49505,Central
Bowling Green,NM-18520,Neoma Murray,Consumer,United States,Ohio,43402,East
Seattle,EH-13765,Edward Hooks,Corporate,United States,Washington,98103,West
Warwick,CA-11965,Carol Adams,Corporate,United States,Rhode Island,2886,East
Houston,LA-16780,Laura Armstrong,Corporate,United States,Texas,77041,Central
Philadelphia,FM-14290,Frank Merwin,Home Office,United States,Pennsylvania,19143,East
Charlotte,RB-19795,Ross Baird,Home Office,United States,North Carolina,28205,South
Seattle,BV-11245,Benjamin Venier,Corporate,United States,Washington,98103,West
New York City,JM-15535,Jessica Myrick,Consumer,United States,New York,10035,East
San Jose,SC-20305,Sean Christensen,Consumer,United States,California,95123,West
Los Angeles,GK-14620,Grace Kelly,Corporate,United States,California,90049,West
New York City,BD-11620,Brian DeCherney,Consumer,United States,New York,10035,East
Nashua,SS-20140,Saphhira Shifley,Corporate,United States,New Hampshire,3060,East
Seattle,JE-15715,Joe Elijah,Consumer,United States,Washington,98115,West
Phoenix,LW-16825,Laurel Workman,Corporate,United States,Arizona,85023,West
New York City,DB-12970,Darren Budd,Corporate,United States,New York,10024,East
Fayetteville,TS-21655,Trudy Schmidt,Consumer,United States,Arkansas,72701,South
New York City,JE-15715,Joe Elijah,Consumer,United States,New York,10009,East
Seattle,FP-14320,Frank Preis,Consumer,United States,Washington,98105,West
New York City,AR-10510,Andrew Roberts,Consumer,United States,New York,10024,East
Denver,SH-19975,Sally Hughsby,Corporate,United States,Colorado,80219,West
Colorado Springs,RC-19825,Roy Collins,Consumer,United States,Colorado,80906,West
Los Angeles,MC-18130,Mike Caudle,Corporate,United States,California,90004,West
Vineland,BB-11545,Brenda Bowman,Corporate,United States,New Jersey,8360,East
New York City,AJ-10795,Anthony Johnson,Corporate,United States,New York,10024,East
Woodstock,BG-11695,Brooke Gillingham,Corporate,United States,Illinois,60098,Central
Port Arthur,MT-17815,Meg Tillman,Consumer,United States,Texas,77642,Central
Lancaster,MW-18220,Mitch Webber,Consumer,United States,Ohio,43130,East
Santa Ana,EM-14140,Eugene Moren,Home Office,United States,California,92704,West
Akron,RD-19810,Ross DeVincentis,Home Office,United States,Ohio,44312,East
Louisville,JW-15955,Joni Wasserman,Consumer,United States,Kentucky,40214,South
Milwaukee,TB-21595,Troy Blackwell,Consumer,United States,Wisconsin,53209,Central
Aurora,KA-16525,Kelly Andreada,Consumer,United States,Illinois,60505,Central
Bristol,MP-17965,Michael Paige,Corporate,United States,Tennessee,37620,South
Wichita,CD-11920,Carlos Daly,Consumer,United States,Kansas,67212,Central
Los Angeles,PF-19225,Phillip Flathmann,Consumer,United States,California,90045,West
Springfield,KL-16645,Ken Lonsdale,Consumer,United States,Oregon,97477,West
Miami,MH-17290,Marc Harrigan,Home Office,United States,Florida,33178,South
Sacramento,FO-14305,Frank Olsen,Consumer,United States,California,95823,West
Deer Park,KD-16495,Keith Dawkins,Corporate,United States,Texas,77536,Central
Columbus,BM-11785,Bryan Mills,Consumer,United States,Ohio,43229,East
Los Angeles,JP-16135,Julie Prescott,Home Office,United States,California,90032,West
Lancaster,BD-11605,Brian Dahlen,Consumer,United States,Pennsylvania,17602,East
Philadelphia,CJ-11875,Carl Jackson,Corporate,United States,Pennsylvania,19140,East
West Palm Beach,EH-14185,Evan Henry,Consumer,United States,Florida,33407,South
Reno,KL-16555,Kelly Lampkin,Corporate,United States,Nevada,89502,West
Anaheim,BD-11620,Brian DeCherney,Consumer,United States,California,92804,West
Jacksonville,EP-13915,Emily Phan,Consumer,United States,Florida,32216,South
San Francisco,BP-11155,Becky Pak,Consumer,United States,California,94109,West
Lancaster,DB-13660,Duane Benoit,Consumer,United States,Ohio,43130,East
